Ano,Trimestre,UF,UPA,V1008,V1014,V2003,VD4009,V4019,VD4012,VD4002,V2007,V2010,V2009,VD2002,VD2003,V1022,V1023,VD3004,V3002,VD4010,VD4011,V4018,V4025,V4040,VD4031,V1028,VD4016,VD4017
2025,4,41,410180689,12,12,1,1.0,,1.0,1.0,2,1,44,1,3,1,4,5.0,2.0,2.0,7.0,4.0,2.0,3.0,44.0,588.13839844,2500.0,2500.0
2025,1,21,210021429,5,12,1,9.0,2.0,2.0,1.0,2,1,43,1,3,1,4,2.0,2.0,10.0,5.0,1.0,,4.0,30.0,175.79988553,400.0,300.0
2023,4,12,120007596,3,11,1,9.0,1.0,1.0,1.0,1,4,50,1,4,1,4,7.0,2.0,4.0,5.0,1.0,,3.0,44.0,146.7971499,6000.0,6000.0
2024,4,41,410159378,12,12,2,7.0,,1.0,1.0,2,1,37,2,4,1,1,7.0,2.0,9.0,2.0,,2.0,4.0,40.0,457.3725421,6500.0,6500.0
2024,1,24,240083214,6,10,3,,,,,2,1,6,3,4,1,4,1.0,1.0,,,,,,,409.01927581,,
2025,3,29,290110233,8,12,1,1.0,,1.0,1.0,1,4,44,1,3,1,1,6.0,2.0,2.0,7.0,3.0,2.0,4.0,40.0,675.05924895,3400.0,500.0
2025,1,29,290159164,6,11,2,,,,2.0,2,1,20,2,3,1,4,5.0,2.0,,,,,,,265.85351533,,
2024,1,26,260088737,9,10,1,,,,2.0,1,4,29,1,3,1,2,5.0,2.0,,,,,,,621.68339328,,
2023,4,27,270000932,2,11,1,3.0,,1.0,1.0,2,2,50,1,2,1,1,2.0,2.0,11.0,9.0,,,4.0,60.0,434.73565465,1320.0,1320.0
2025,1,29,290349270,8,11,3,1.0,,1.0,1.0,2,4,18,3,4,1,4,5.0,1.0,7.0,4.0,4.0,2.0,2.0,40.0,688.66287932,1518.0,1518.0
2024,4,16,160005255,6,12,2,9.0,2.0,2.0,1.0,1,1,56,2,5,1,1,4.0,2.0,3.0,9.0,1.0,,4.0,40.0,384.47208566,3000.0,3000.0
2024,4,13,130112962,9,11,4,,,,,1,4,6,3,4,2,4,1.0,1.0,,,,,,,117.19073081,,
2023,4,21,210016158,7,11,1,,,,,2,2,18,1,3,2,4,4.0,2.0,,,,,,,157.91106992,,
2024,1,26,260196490,2,11,3,,,,,2,1,17,3,4,1,4,5.0,2.0,,,,,,,796.08060689,,
2024,1,33,330200357,5,11,1,,,,,2,2,71,1,1,1,1,1.0,2.0,,,,,,,338.07214315,,
2023,3,33,330415721,7,11,1,9.0,2.0,2.0,1.0,1,4,22,1,3,1,2,5.0,2.0,3.0,7.0,1.0,,3.0,40.0,1153.04167163,1300.0,1300.0
2025,4,35,351147957,1,12,2,1.0,,1.0,1.0,2,1,51,2,2,2,4,2.0,2.0,4.0,9.0,3.0,2.0,2.0,62.0,241.15557008,2100.0,2100.0
2025,2,32,320095867,13,11,2,1.0,,1.0,1.0,2,1,30,2,2,1,2,5.0,2.0,5.0,4.0,4.0,2.0,3.0,44.0,246.19225709,2500.0,2800.0
2024,2,51,510057128,2,11,1,1.0,,1.0,1.0,1,4,34,1,4,2,4,4.0,2.0,1.0,8.0,4.0,2.0,4.0,50.0,152.2967244,7060.0,7060.0
2024,1,31,310004798,4,11,2,1.0,,1.0,1.0,2,4,36,3,4,1,2,5.0,1.0,4.0,5.0,3.0,2.0,3.0,44.0,954.70925324,1800.0,1800.0
2024,3,43,430192438,5,11,1,4.0,,2.0,1.0,2,1,62,1,2,1,4,2.0,2.0,11.0,5.0,,,4.0,35.0,263.85078178,1000.0,3000.0
2024,4,42,420008233,7,11,1,9.0,2.0,2.0,1.0,1,1,27,1,2,1,2,5.0,2.0,5.0,8.0,1.0,,1.0,44.0,557.44994967,1800.0,1800.0
2025,4,26,260440779,11,13,2,,,,,1,2,70,2,2,1,2,2.0,2.0,,,,,,,334.95616073,,
2025,4,42,420002221,11,12,1,,,,,2,4,50,1,4,1,4,2.0,2.0,,,,,,,253.97054199,,
2025,3,23,230408420,6,12,2,,,,,1,4,51,2,7,2,4,2.0,2.0,,,,,,,250.44902004,,
2024,4,21,210018705,2,11,1,,,,,2,1,68,1,1,2,4,2.0,2.0,,,,,,,34.9287323,,
2025,3,33,330113474,9,12,1,,,,,1,1,65,1,2,2,4,1.0,2.0,,,,,,,72.59844854,,
2024,4,15,150067490,4,11,3,,,,,2,2,64,6,4,1,2,2.0,2.0,,,,,,,543.48992072,,
2025,3,22,220047641,11,12,5,,,,,1,4,5,8,5,2,4,1.0,1.0,,,,,,,122.9715725,,
2024,3,21,210060069,5,12,3,,,,,1,1,4,3,3,1,1,,,,,,,,,292.26915138,,
2025,4,13,130057049,9,12,2,6.0,,1.0,1.0,2,2,45,6,2,1,1,5.0,2.0,9.0,3.0,,1.0,4.0,40.0,413.1939649,3000.0,4500.0
2024,3,26,260137603,1,11,3,,,,,2,1,36,12,3,2,4,1.0,2.0,,,,,,,141.95587877,,
2025,2,26,260215264,3,12,5,,,,,2,4,5,3,5,1,2,1.0,1.0,,,,,,,370.27604923,,
2023,2,12,120007934,13,10,2,9.0,2.0,2.0,1.0,1,4,50,2,3,2,4,3.0,2.0,1.0,6.0,1.0,,4.0,40.0,49.33170198,3000.0,3000.0
2023,3,24,240005448,2,11,3,,,,,2,4,3,3,4,1,2,,,,,,,,,481.76414593,,
2025,1,51,510055252,12,12,2,1.0,,1.0,1.0,2,4,50,2,2,1,1,5.0,2.0,4.0,9.0,2.0,2.0,2.0,44.0,194.14067284,1800.0,2800.0
2023,2,33,330308986,10,10,1,,,,,2,4,58,1,4,1,4,1.0,2.0,,,,,,,380.4954504,,
2024,3,31,310088737,9,11,1,9.0,2.0,2.0,1.0,1,1,56,1,3,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,40.0,241.49768577,2100.0,11000.0
2023,1,26,260118786,3,10,1,1.0,,1.0,1.0,1,4,42,1,4,1,4,3.0,2.0,2.0,8.0,4.0,2.0,4.0,45.0,411.32624916,1302.0,1212.0
2024,3,23,230076084,8,11,3,,,,,2,4,16,3,3,1,4,2.0,1.0,,,,,,,697.12089906,,
2023,3,23,230069075,9,10,2,,,,,2,4,76,2,5,2,4,1.0,2.0,,,,,,,147.43324906,,
2024,4,12,120000239,5,12,1,1.0,,1.0,1.0,1,1,31,1,2,2,4,5.0,2.0,2.0,7.0,4.0,2.0,4.0,40.0,53.41174124,1600.0,1600.0
2025,3,33,330204980,1,12,3,,,,,2,1,14,3,4,1,2,2.0,1.0,,,,,,,454.62942178,,
2025,3,42,420002221,13,12,1,1.0,,1.0,1.0,2,1,54,1,2,1,4,2.0,2.0,5.0,9.0,4.0,2.0,4.0,44.0,192.72821685,2500.0,2500.0
2025,3,33,330325160,14,12,3,,,,,1,1,5,3,3,1,1,1.0,1.0,,,,,,,716.54365206,,
2025,4,52,520280255,7,13,2,7.0,,1.0,1.0,2,4,45,2,3,1,1,7.0,2.0,9.0,2.0,,2.0,4.0,40.0,66.60229084,3500.0,3500.0
2025,1,21,210026691,12,12,1,6.0,,2.0,1.0,2,4,44,1,4,2,4,4.0,2.0,9.0,9.0,,2.0,4.0,20.0,118.01801407,700.0,700.0
2023,2,24,240028880,10,10,2,10.0,,2.0,1.0,2,4,54,2,3,1,4,3.0,2.0,1.0,6.0,1.0,,4.0,40.0,302.10840514,,
2024,3,14,140001230,1,11,2,,,,,1,4,69,2,2,1,1,6.0,2.0,,,,,,,110.59400844,,
2023,3,35,350199944,8,10,1,7.0,,1.0,1.0,2,4,42,1,2,1,1,7.0,2.0,9.0,3.0,,2.0,4.0,40.0,1266.73010716,3396.0,3396.0
2025,1,27,270029420,1,12,1,,,,,1,4,42,1,4,2,4,5.0,2.0,,,,,,,82.03492502,,
2024,3,26,260041418,3,12,1,,,,,2,4,70,1,4,2,4,2.0,2.0,,,,,,,129.13113451,,
2025,1,32,320032070,3,12,2,10.0,,2.0,1.0,2,1,31,2,6,1,1,5.0,2.0,6.0,5.0,1.0,,4.0,40.0,141.05118775,,
2024,2,24,240079048,6,11,1,,,,,1,1,79,1,2,1,1,2.0,2.0,,,,,,,172.18939276,,
2024,3,52,520102888,6,11,1,,,,,2,4,53,1,3,1,4,2.0,2.0,,,,,,,43.15673608,,
2025,3,29,290182918,3,12,3,,,,,1,4,8,3,3,2,4,2.0,1.0,,,,,,,279.41251855,,
2023,3,12,120002053,3,11,6,,,,,1,4,1,3,6,1,4,,,,,,,,,116.3163517,,
2024,1,29,290180537,4,11,2,4.0,,2.0,1.0,2,4,36,3,4,1,4,5.0,2.0,11.0,9.0,,,4.0,16.0,123.15606604,280.0,280.0
2025,2,33,330316441,5,12,2,9.0,2.0,2.0,1.0,2,1,44,2,4,1,1,7.0,2.0,7.0,2.0,1.0,,4.0,20.0,619.7928356,300.0,200.0
2024,1,15,150027187,2,11,4,,,,,2,4,11,8,5,2,4,2.0,1.0,,,,,,,349.35177332,,
2025,2,28,280024733,10,12,3,6.0,,1.0,1.0,2,4,37,3,8,1,4,5.0,2.0,8.0,4.0,,1.0,4.0,30.0,282.63312833,1518.0,1518.0
2025,3,35,351285622,5,12,2,,,,,1,1,48,2,3,2,4,5.0,2.0,,,,,,,458.16195945,,
2023,3,51,510016330,12,10,1,9.0,2.0,1.0,1.0,1,4,59,1,1,1,4,1.0,2.0,1.0,6.0,1.0,,4.0,25.0,474.5665943,2000.0,0.0
2023,1,21,210095307,9,10,3,,,,,2,4,14,3,7,1,4,2.0,1.0,,,,,,,382.00928469,,
2025,2,50,500066234,1,11,2,,,,,2,4,67,2,4,2,4,2.0,2.0,,,,,,,33.75730877,,
2024,4,41,410064825,4,12,4,,,,,2,1,17,12,4,2,2,4.0,1.0,,,,,,,137.70422368,,
2025,3,43,430497093,14,12,3,,,,,1,4,9,8,3,1,4,2.0,1.0,,,,,,,450.13832783,,
2024,4,52,520037350,8,12,1,1.0,,1.0,1.0,1,4,30,1,3,1,1,5.0,2.0,3.0,7.0,4.0,2.0,4.0,40.0,346.9494094,2400.0,2400.0
2025,1,24,240045012,2,11,1,9.0,2.0,2.0,1.0,1,4,54,1,3,1,1,5.0,2.0,3.0,7.0,1.0,,4.0,40.0,96.0608753,1518.0,1518.0
2024,3,23,230048730,3,11,1,,,,,1,4,42,1,2,2,4,2.0,2.0,,,,,,,307.71464043,,
2025,1,26,260226402,10,12,1,,,,,2,4,33,1,2,1,4,3.0,1.0,,,,,,,875.62559878,,
2025,1,11,110001520,5,11,3,,,,,2,4,18,3,3,1,1,5.0,1.0,,,,,,,144.44823533,,
2023,2,13,130055328,12,11,1,9.0,2.0,2.0,1.0,1,4,43,1,5,2,4,1.0,2.0,1.0,6.0,1.0,,4.0,40.0,76.94945872,600.0,0.0
2025,2,12,120003167,3,12,1,2.0,,2.0,1.0,1,2,34,1,3,2,4,5.0,2.0,10.0,4.0,3.0,2.0,4.0,40.0,78.41065114,1518.0,1518.0
2025,1,35,351168190,12,11,5,,,,,2,1,16,3,9,1,4,4.0,1.0,,,,,,,603.41385469,,
2024,3,31,310540969,10,11,2,,,,2.0,1,4,17,3,2,1,4,4.0,1.0,,,,,,,1366.1866871,,
2024,1,15,150042742,3,11,6,,,,,1,4,9,3,7,2,4,2.0,1.0,,,,,,,204.35547597,,
2024,3,27,270042324,13,11,1,4.0,,2.0,1.0,2,1,40,1,7,1,1,2.0,2.0,11.0,9.0,,,2.0,14.0,115.47976812,880.0,880.0
2023,1,22,220007698,2,10,2,,,,,2,4,21,2,3,2,4,4.0,1.0,,,,,,,316.38422488,,
2023,1,42,420040385,2,10,2,1.0,,1.0,1.0,2,1,20,3,2,1,4,6.0,1.0,4.0,5.0,1.0,2.0,4.0,44.0,145.12107016,1302.0,1302.0
2025,2,15,150112620,13,12,3,,,,,2,1,5,3,3,2,4,1.0,1.0,,,,,,,364.36269326,,
2025,3,50,500025720,8,12,1,1.0,,1.0,1.0,1,4,57,1,3,2,4,1.0,2.0,1.0,6.0,1.0,2.0,3.0,44.0,106.8863884,2500.0,2500.0
2023,3,52,520114848,2,10,2,1.0,,1.0,1.0,1,1,35,2,3,1,3,6.0,1.0,4.0,5.0,2.0,2.0,4.0,48.0,587.93585781,1320.0,1320.0
2023,2,42,420022226,2,11,1,9.0,2.0,1.0,1.0,2,1,56,1,1,1,4,5.0,2.0,10.0,5.0,1.0,,4.0,44.0,205.78321036,6000.0,6000.0
2023,1,35,351056810,2,10,2,1.0,,1.0,1.0,1,2,29,14,3,1,4,6.0,1.0,2.0,8.0,2.0,2.0,2.0,44.0,1571.47076661,2300.0,2500.0
2025,3,28,280069390,2,12,1,4.0,,2.0,1.0,2,1,37,1,5,1,2,2.0,2.0,11.0,9.0,,,4.0,40.0,347.47462234,900.0,900.0
2023,3,17,170027057,8,10,2,2.0,,2.0,1.0,1,4,39,2,4,1,4,2.0,2.0,1.0,8.0,4.0,2.0,3.0,44.0,256.06828237,3000.0,3000.0
2024,2,31,310265094,7,11,1,7.0,,1.0,1.0,2,4,47,1,2,1,4,7.0,2.0,9.0,2.0,,2.0,4.0,40.0,607.99825445,10000.0,10000.0
2025,2,22,220042881,9,12,1,4.0,,2.0,1.0,2,4,28,1,5,1,4,2.0,1.0,11.0,9.0,,,3.0,30.0,641.43601974,500.0,500.0
2024,1,41,410186850,6,11,1,9.0,2.0,2.0,1.0,2,2,55,1,2,1,4,3.0,2.0,2.0,8.0,1.0,,4.0,44.0,535.97614067,2800.0,2400.0
2023,4,52,520143913,6,11,3,,,,,2,1,13,3,3,1,3,2.0,1.0,,,,,,,1099.47298881,,
2024,2,29,290193676,14,11,2,,,,2.0,1,2,25,3,3,1,1,5.0,2.0,,,,,,,917.35041657,,
2025,1,35,350686841,6,11,1,,,,,1,1,70,1,3,2,4,2.0,2.0,,,,,,,331.93813947,,
2024,1,35,351377537,8,11,1,,,,2.0,2,1,50,1,2,1,4,7.0,2.0,,,,,,,397.41156767,,
2024,4,35,351257117,11,11,1,1.0,,1.0,1.0,1,4,41,1,4,1,1,2.0,2.0,2.0,3.0,3.0,2.0,4.0,40.0,1832.9191067,2000.0,3000.0
2024,3,15,150023658,11,11,1,7.0,,1.0,1.0,1,2,25,1,2,1,4,6.0,1.0,8.0,10.0,,2.0,4.0,48.0,925.22321231,5500.0,6200.0
2023,2,52,520007071,12,10,2,1.0,,1.0,1.0,1,4,29,2,2,1,2,3.0,2.0,4.0,7.0,1.0,2.0,3.0,40.0,1172.94638804,4000.0,4000.0
2023,1,43,430149991,7,10,4,9.0,1.0,1.0,1.0,1,1,30,3,5,1,4,7.0,2.0,10.0,3.0,1.0,,4.0,30.0,421.48308751,3000.0,3000.0
2024,2,14,140017839,12,11,3,,,,,2,2,18,3,3,1,1,5.0,1.0,,,,,,,206.28104714,,
2024,4,21,210052478,7,12,4,,,,,1,1,19,8,5,1,4,4.0,1.0,,,,,,,285.78827153,,
2023,2,22,220011290,6,11,1,1.0,,1.0,1.0,1,2,52,1,6,1,1,2.0,2.0,6.0,7.0,3.0,2.0,4.0,72.0,251.51990164,1320.0,1302.0
2025,4,51,510127448,14,13,2,2.0,,1.0,1.0,2,1,58,2,2,1,2,3.0,2.0,5.0,4.0,1.0,2.0,4.0,40.0,56.90464233,3000.0,3000.0
2024,3,41,410117854,9,11,2,,,,,1,1,58,2,2,1,4,2.0,2.0,,,,,,,338.29478695,,
2025,3,42,420175325,4,12,2,1.0,,1.0,1.0,2,1,30,2,2,1,4,7.0,2.0,2.0,1.0,4.0,2.0,4.0,40.0,438.8515264,9000.0,9000.0
2025,4,33,330717563,5,13,2,9.0,2.0,2.0,1.0,1,2,53,2,2,1,1,2.0,2.0,10.0,5.0,1.0,,4.0,80.0,390.50861113,2000.0,2000.0
2023,1,41,410094064,10,10,1,2.0,,2.0,1.0,1,1,60,1,2,2,4,2.0,2.0,2.0,8.0,3.0,2.0,4.0,40.0,71.68054566,2500.0,2500.0
2025,2,13,130052140,1,11,1,9.0,2.0,1.0,1.0,1,5,31,1,3,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,30.0,87.74172218,700.0,650.0
2023,1,28,280028291,9,10,2,,,,,2,4,51,2,2,2,4,2.0,2.0,,,,,,,69.32410953,,
2023,2,14,140003450,7,10,2,4.0,,2.0,1.0,2,1,41,2,3,1,1,3.0,2.0,11.0,5.0,,,3.0,20.0,48.65037432,600.0,600.0
2023,1,21,210038110,2,10,1,9.0,2.0,2.0,1.0,1,4,45,1,5,2,3,2.0,2.0,7.0,9.0,1.0,,4.0,40.0,107.64726405,500.0,500.0
2024,2,26,260008720,12,11,1,,,,,2,4,69,1,3,1,2,3.0,2.0,,,,,,,181.74760301,,
2024,1,42,420084342,5,11,2,,,,,2,1,24,2,4,2,4,3.0,2.0,,,,,,,104.38109616,,
2023,3,27,270028620,11,10,3,,,,,1,4,20,12,3,1,4,2.0,2.0,,,,,,,166.81547007,,
2025,2,29,290165994,4,11,1,,,,,1,4,68,1,2,2,4,1.0,2.0,,,,,,,244.52409212,,
2023,3,27,270050993,4,10,2,2.0,,2.0,1.0,1,4,25,3,6,2,4,3.0,2.0,1.0,9.0,1.0,2.0,4.0,44.0,117.95296116,1000.0,1000.0
2025,2,53,530043825,1,12,5,,,,,1,4,0,3,5,1,1,,,,,,,,,572.80228692,,
2023,1,25,250003072,2,10,3,,,,,1,4,20,3,5,2,4,3.0,2.0,,,,,,,145.1345309,,
2025,3,41,410060286,1,12,4,,,,,1,1,14,3,4,2,4,2.0,1.0,,,,,,,433.83157823,,
2024,1,43,430184857,11,11,3,,,,,2,1,12,3,4,2,4,2.0,1.0,,,,,,,280.40677949,,
2025,2,35,350308646,10,11,1,4.0,,2.0,1.0,2,2,53,1,2,1,1,2.0,2.0,11.0,9.0,,,3.0,12.0,737.18696238,1000.0,1000.0
2025,1,32,320076885,5,12,2,,,,,2,4,13,3,3,1,4,2.0,1.0,,,,,,,214.62582024,,
2025,1,13,130027234,9,12,2,4.0,,2.0,1.0,1,1,31,3,4,1,4,3.0,2.0,11.0,9.0,,,1.0,24.0,524.3852093,300.0,300.0
2023,4,27,270043030,12,11,1,4.0,,2.0,1.0,2,4,45,1,4,1,2,2.0,2.0,11.0,9.0,,,4.0,14.0,139.31607142,1200.0,1200.0
2025,1,43,430128290,12,12,2,,,,,2,1,85,6,2,1,4,2.0,2.0,,,,,,,189.20131745,,
2023,4,21,210062401,13,11,2,,,,,1,4,47,2,3,1,4,5.0,2.0,,,,,,,423.47241811,,
2025,1,42,420096429,10,11,2,1.0,,1.0,1.0,2,4,35,12,4,1,4,5.0,2.0,4.0,5.0,1.0,2.0,3.0,52.0,348.08326446,2300.0,3000.0
2024,2,29,290077428,8,11,2,6.0,,1.0,1.0,1,1,27,8,2,1,4,5.0,2.0,8.0,8.0,,2.0,4.0,44.0,1169.5674989,1800.0,1800.0
2024,2,13,130120277,14,11,2,9.0,2.0,2.0,1.0,1,4,69,2,3,2,4,1.0,2.0,1.0,6.0,1.0,,4.0,40.0,75.6490652,200.0,0.0
2025,4,27,270096245,5,12,4,,,,,1,4,17,3,6,2,4,4.0,1.0,,,,,,,125.6315164,,
2025,2,33,330204738,1,12,1,1.0,,1.0,1.0,2,1,43,1,2,1,1,7.0,2.0,9.0,2.0,4.0,2.0,4.0,28.0,459.52441498,15000.0,15000.0
2025,3,42,420337425,7,12,1,1.0,,1.0,1.0,1,1,52,1,3,1,4,5.0,2.0,2.0,3.0,4.0,2.0,4.0,44.0,363.2432688,15000.0,15000.0
2023,4,26,260084468,9,11,3,,,,2.0,2,1,21,3,3,1,2,6.0,1.0,,,,,,,470.51614194,,
2023,3,29,290102478,6,10,1,,,,,2,4,67,1,1,2,4,2.0,2.0,,,,,,,236.74442263,,
2023,2,41,410157174,1,11,1,9.0,1.0,1.0,1.0,2,1,31,1,3,1,1,7.0,2.0,4.0,3.0,1.0,,4.0,60.0,1396.71265199,8000.0,8000.0
2024,3,35,350096650,10,11,3,9.0,2.0,2.0,1.0,1,1,31,10,3,1,4,2.0,2.0,7.0,9.0,1.0,,4.0,48.0,1479.03296748,1412.0,1000.0
2025,1,27,270009783,10,11,3,,,,,2,4,11,3,4,2,4,2.0,1.0,,,,,,,103.79118239,,
2024,1,11,110020753,7,10,7,,,,,2,4,7,8,9,2,4,2.0,1.0,,,,,,,165.24461559,,
2025,1,21,210052370,5,12,1,,,,,2,2,67,1,2,1,4,2.0,2.0,,,,,,,123.9940423,,
2024,2,29,290154487,4,11,1,,,,,2,4,57,1,2,1,4,1.0,2.0,,,,,,,788.80938107,,
2025,2,32,320053074,3,11,3,2.0,,2.0,1.0,2,2,38,3,3,2,4,7.0,2.0,4.0,5.0,1.0,1.0,2.0,30.0,114.21181079,700.0,700.0
2025,2,25,250018269,2,12,1,,,,,2,4,45,1,3,1,4,2.0,2.0,,,,,,,214.94846752,,
2023,2,29,290293625,12,11,3,,,,2.0,1,1,29,3,3,1,1,7.0,2.0,,,,,,,716.59905097,,
2024,3,33,330274155,1,11,1,9.0,1.0,2.0,1.0,2,4,86,1,3,1,4,2.0,2.0,10.0,5.0,1.0,,4.0,20.0,433.49979984,1412.0,1412.0
2024,1,23,230212135,8,11,1,,,,,1,4,69,1,2,1,4,1.0,2.0,,,,,,,277.23707867,,
2023,1,21,210045329,3,10,4,,,,,1,4,18,3,6,2,4,3.0,1.0,,,,,,,141.72291549,,
2025,4,50,500117999,4,13,1,1.0,,1.0,1.0,1,2,46,1,4,2,4,2.0,2.0,1.0,6.0,3.0,2.0,4.0,66.0,60.98020959,2300.0,2300.0
2025,4,51,510158040,12,12,1,9.0,1.0,1.0,1.0,2,1,32,1,4,1,4,5.0,2.0,1.0,6.0,1.0,,4.0,20.0,718.27541544,300.0,300.0
2024,3,25,250070680,6,11,2,8.0,2.0,2.0,1.0,1,1,31,3,2,1,4,5.0,2.0,2.0,1.0,1.0,,4.0,40.0,704.50371083,800.0,800.0
2023,1,32,320017213,2,10,1,6.0,,1.0,1.0,2,4,37,1,7,1,2,7.0,2.0,9.0,2.0,,1.0,2.0,40.0,261.10147226,5000.0,7500.0
2023,3,51,510069488,6,11,4,9.0,2.0,2.0,1.0,1,4,28,5,4,1,4,5.0,2.0,4.0,5.0,1.0,,4.0,44.0,159.68480563,3000.0,3000.0
2023,1,17,170017158,6,10,1,,,,,2,4,42,1,4,1,4,5.0,2.0,,,,,,,318.37536503,,
2025,2,23,230072041,6,12,3,,,,,2,4,5,3,4,1,2,1.0,1.0,,,,,,,224.91072196,,
2024,3,13,130072526,6,11,1,1.0,,1.0,1.0,2,4,33,1,5,1,1,2.0,2.0,6.0,5.0,2.0,2.0,3.0,44.0,562.13398073,1600.0,1600.0
2024,2,41,410152275,1,11,2,1.0,,1.0,1.0,1,1,37,3,5,1,4,5.0,2.0,4.0,5.0,1.0,2.0,4.0,60.0,524.23036819,1420.0,1420.0
2024,2,15,150031820,8,11,3,,,,,2,4,74,6,3,1,1,2.0,2.0,,,,,,,463.45761865,,
2024,1,53,530049375,10,11,1,1.0,,1.0,1.0,2,4,50,1,2,1,1,7.0,2.0,9.0,3.0,4.0,2.0,4.0,40.0,641.1399074,2500.0,2500.0
2023,2,31,310227290,3,10,4,,,,,1,4,0,3,4,2,4,,,,,,,,,138.74373688,,
2024,1,22,220022238,7,11,2,9.0,2.0,2.0,1.0,1,1,50,2,4,1,3,5.0,2.0,3.0,7.0,1.0,,4.0,24.0,191.96884263,1000.0,1000.0
2025,3,15,150194653,10,12,3,2.0,,2.0,1.0,1,4,24,3,3,2,4,5.0,2.0,2.0,9.0,1.0,2.0,3.0,56.0,280.63937318,3000.0,3000.0
2024,3,15,150154783,11,12,1,9.0,2.0,2.0,1.0,2,4,40,1,4,1,1,5.0,2.0,9.0,2.0,1.0,,2.0,19.0,826.10871761,700.0,700.0
2024,1,27,270030760,6,11,2,4.0,,2.0,1.0,2,4,49,2,3,2,4,1.0,2.0,11.0,9.0,,,4.0,45.0,85.87432982,1412.0,1412.0
2025,2,43,430095382,7,12,1,1.0,,1.0,1.0,2,1,25,1,3,1,4,5.0,2.0,4.0,4.0,2.0,2.0,2.0,44.0,824.39145457,2000.0,2000.0
2023,3,29,290283340,13,11,2,,,,,2,4,37,2,4,1,4,5.0,2.0,,,,,,,1009.77011204,,
2023,1,21,210161379,14,10,2,9.0,1.0,2.0,1.0,2,1,55,2,3,1,4,5.0,2.0,4.0,5.0,1.0,,4.0,48.0,195.2008424,2000.0,2000.0
2023,4,23,230112353,5,10,2,,,,,2,4,52,3,4,1,4,1.0,2.0,,,,,,,305.25516706,,
2024,4,41,410021408,2,11,1,,,,,2,4,45,1,3,2,4,2.0,2.0,,,,,,,74.61650794,,
2024,1,31,310131037,3,11,2,1.0,,1.0,1.0,1,2,38,2,2,1,4,5.0,2.0,2.0,3.0,4.0,2.0,3.0,40.0,709.59587544,2000.0,3200.0
2023,4,52,520027684,11,10,2,,,,,2,1,36,2,3,1,2,5.0,2.0,,,,,,,528.29404329,,
2023,3,35,350066521,6,11,1,9.0,2.0,2.0,1.0,2,4,61,1,3,1,2,3.0,2.0,2.0,7.0,1.0,,4.0,40.0,1405.30816863,1800.0,1800.0
2025,3,21,210021357,13,12,1,9.0,2.0,2.0,1.0,1,4,51,1,2,2,4,1.0,2.0,1.0,9.0,1.0,,4.0,30.0,97.61595715,500.0,0.0
2025,4,27,270072707,10,12,1,1.0,,1.0,1.0,1,1,29,1,1,1,1,6.0,2.0,2.0,7.0,4.0,2.0,4.0,44.0,668.73020036,3000.0,7000.0
2024,4,15,150048539,8,12,2,6.0,,1.0,1.0,2,4,51,2,3,2,4,3.0,2.0,9.0,5.0,,1.0,2.0,40.0,376.1033715,1412.0,1800.0
2025,2,52,520021900,2,12,3,,,,,2,1,18,3,3,1,2,5.0,1.0,,,,,,,1453.545388,,
2024,2,53,530032372,7,11,4,,,,,2,4,21,3,4,1,1,7.0,1.0,,,,,,,352.28635247,,
2025,4,53,530091432,2,12,1,,,,,2,4,39,1,3,1,1,5.0,2.0,,,,,,,349.02816911,,
2024,3,21,210008601,6,11,1,,,,,1,4,72,1,1,1,4,1.0,2.0,,,,,,,347.30376726,,
2025,3,27,270001836,10,12,1,,,,,2,2,64,1,4,1,1,4.0,2.0,,,,,,,183.34195305,,
2023,3,23,230049329,14,11,1,,,,,2,4,75,1,1,1,2,1.0,2.0,,,,,,,372.50730262,,
2024,3,29,290098470,5,11,2,,,,,1,2,43,3,3,1,4,2.0,2.0,,,,,,,403.83243444,,
2025,3,29,290113850,3,12,1,,,,2.0,1,4,55,1,1,2,4,1.0,2.0,,,,,,,338.56128494,,
2024,3,43,430213569,3,11,1,5.0,,1.0,1.0,1,4,25,1,2,1,4,6.0,1.0,9.0,5.0,,1.0,4.0,40.0,968.48442937,4000.0,4000.0
2025,1,35,350361020,1,11,1,4.0,,2.0,1.0,2,1,65,1,3,1,4,5.0,2.0,11.0,9.0,,,4.0,15.0,383.73429315,500.0,500.0
2023,3,22,220000315,5,11,1,,,,,1,4,57,1,3,2,4,2.0,2.0,,,,,,,200.3664665,,
2025,2,42,420176065,14,12,2,,,,,1,1,96,6,4,1,1,2.0,2.0,,,,,,,390.04969524,,
2025,1,42,420115303,14,12,2,1.0,,1.0,1.0,2,4,27,3,3,1,4,4.0,2.0,2.0,8.0,4.0,2.0,4.0,44.0,297.289696,2300.0,2300.0
2024,2,43,430251224,9,11,2,1.0,,1.0,1.0,1,1,33,2,6,1,4,6.0,1.0,2.0,3.0,4.0,2.0,3.0,44.0,692.64164949,5000.0,5000.0
2025,1,22,220015838,12,11,2,,,,,2,4,59,2,2,2,4,2.0,2.0,,,,,,,209.7576336,,
