Ano,Trimestre,UF,UPA,V1008,V1014,V2003,VD4009,V4019,VD4012,VD4002,V2007,V2010,V2009,VD2002,VD2003,V1022,V1023,VD3004,V3002,VD4010,VD4011,V4018,V4025,V4040,VD4031,V1028,VD4016,VD4017
2023,2,26,260073002,8,10,3,9.0,2.0,2.0,1.0,1,4,34,3,3,1,2,2.0,2.0,4.0,5.0,1.0,,4.0,30.0,731.21681488,2000.0,2000.0
2025,2,15,150118049,8,12,2,,,,,2,4,31,2,5,2,4,5.0,2.0,,,,,,,250.83070926,,
2023,3,42,420031010,13,10,5,,,,,2,4,5,3,5,1,4,1.0,1.0,,,,,,,351.89936899,,
2023,3,21,210046613,3,10,7,,,,,1,4,6,3,7,1,4,1.0,1.0,,,,,,,286.44841241,,
2024,3,27,270024166,7,11,2,,,,,2,2,28,3,5,1,4,3.0,2.0,,,,,,,297.92947687,,
2024,2,21,210051935,12,11,2,9.0,2.0,2.0,1.0,1,4,52,2,5,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,40.0,91.84181167,500.0,500.0
2023,2,23,230044780,1,10,2,,,,,1,1,58,2,2,2,4,2.0,2.0,,,,,,,98.54858048,,
2025,4,14,140027410,3,12,2,2.0,,2.0,1.0,1,2,45,2,3,2,4,3.0,2.0,1.0,3.0,1.0,2.0,4.0,48.0,17.99269976,4500.0,4500.0
2024,1,42,420004296,9,11,2,,,,,2,1,77,2,2,1,4,2.0,2.0,,,,,,,94.98328944,,
2023,3,24,240008356,6,11,1,6.0,,2.0,1.0,2,4,38,1,5,2,4,5.0,2.0,9.0,3.0,,1.0,4.0,24.0,180.20421344,1320.0,1320.0
2023,1,42,420008233,11,10,5,,,,,2,4,15,8,10,1,2,2.0,1.0,,,,,,,425.88265418,,
2024,4,42,420075358,1,11,3,,,,,2,1,12,3,3,1,4,2.0,1.0,,,,,,,317.0631951,,
2023,2,21,210114750,9,10,2,4.0,,2.0,1.0,2,4,33,3,4,1,4,5.0,2.0,11.0,9.0,,,2.0,40.0,435.83667103,1200.0,1200.0
2025,1,35,350228407,7,11,1,,,,,2,1,64,1,1,1,4,6.0,2.0,,,,,,,733.79619503,,
2023,1,25,250030627,3,10,4,,,,,2,4,7,3,6,2,4,2.0,1.0,,,,,,,458.60559393,,
2025,3,50,500051708,6,12,3,,,,,2,4,9,3,4,1,4,2.0,1.0,,,,,,,502.52011633,,
2024,4,31,310375623,13,11,1,4.0,,2.0,1.0,1,2,64,1,2,1,4,2.0,2.0,11.0,6.0,,,1.0,24.0,618.61853527,600.0,550.0
2025,4,53,530051643,11,12,3,,,,,1,4,16,3,3,1,1,4.0,1.0,,,,,,,543.4924606,,
2025,4,52,520010854,10,12,1,,,,,2,4,25,1,4,1,3,3.0,2.0,,,,,,,697.66132721,,
2023,1,42,420063604,3,10,2,1.0,,1.0,1.0,1,1,32,2,2,1,4,7.0,2.0,2.0,7.0,4.0,2.0,3.0,40.0,232.3004902,3500.0,3500.0
2025,4,32,320133002,13,12,2,9.0,2.0,2.0,1.0,2,1,63,2,2,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,20.0,311.86163011,2500.0,2500.0
2024,3,29,290128216,7,11,3,,,,,1,4,14,12,3,1,2,2.0,1.0,,,,,,,157.29273173,,
2024,3,25,250035905,6,11,2,6.0,,1.0,1.0,2,1,30,3,2,1,4,7.0,1.0,8.0,2.0,,1.0,4.0,45.0,445.38224939,5000.0,5000.0
2024,4,21,210099035,4,12,1,,,,2.0,2,4,20,1,1,1,4,5.0,2.0,,,,,,,631.64141521,,
2025,2,31,310086534,10,12,2,2.0,,2.0,1.0,1,4,49,2,3,1,4,2.0,2.0,1.0,6.0,2.0,1.0,4.0,50.0,513.84590615,2000.0,2000.0
2025,4,26,260376043,8,12,2,,,,,1,1,7,3,2,1,4,1.0,1.0,,,,,,,782.50169345,,
2024,1,25,250014014,2,11,1,,,,,2,4,23,1,3,1,4,3.0,2.0,,,,,,,140.24187574,,
2023,1,27,270071340,11,10,2,,,,,2,1,47,2,2,2,4,2.0,2.0,,,,,,,74.84892187,,
2025,2,23,230026797,9,12,3,,,,,2,4,13,3,3,1,4,2.0,1.0,,,,,,,518.22017972,,
2024,3,26,260052694,6,11,4,,,,,1,4,73,6,5,1,2,3.0,2.0,,,,,,,511.02278552,,
2025,4,33,330525569,11,12,2,,,,,1,4,81,2,2,1,2,2.0,2.0,,,,,,,379.65794076,,
2024,4,43,430136231,3,12,2,9.0,1.0,1.0,1.0,2,1,61,2,2,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,50.0,464.00490245,1500.0,0.0
2023,4,12,120005209,1,11,2,9.0,2.0,2.0,1.0,2,1,29,2,4,1,4,5.0,1.0,10.0,5.0,1.0,,4.0,24.0,193.63515858,3000.0,3000.0
2024,3,41,410010454,9,12,2,,,,,2,1,80,2,2,1,4,2.0,2.0,,,,,,,135.22589688,,
2025,1,35,351331916,2,12,3,1.0,,1.0,1.0,2,1,30,3,4,1,1,6.0,1.0,4.0,5.0,4.0,2.0,2.0,48.0,1853.58539198,2500.0,2500.0
2025,1,52,520086425,11,12,2,,,,,2,1,15,2,3,2,3,2.0,2.0,,,,,,,278.02963932,,
2024,2,31,310381439,6,11,2,,,,,2,4,39,2,4,2,4,5.0,2.0,,,,,,,101.08704856,,
2024,3,24,240009291,8,11,1,,,,,2,1,61,1,7,1,2,5.0,2.0,,,,,,,703.47564086,,
2024,2,35,350601869,2,11,3,1.0,,1.0,1.0,2,4,27,3,3,1,1,7.0,1.0,7.0,3.0,4.0,2.0,2.0,40.0,1399.61048823,3800.0,3800.0
2023,1,22,220007203,2,10,2,,,,,1,4,63,2,2,2,3,1.0,1.0,,,,,,,138.56838814,,
2025,1,15,150061641,9,12,1,9.0,2.0,2.0,1.0,1,4,85,1,2,2,4,1.0,2.0,1.0,6.0,1.0,,4.0,40.0,171.33180571,700.0,700.0
2024,2,43,430052276,14,11,2,,,,,2,2,12,3,2,1,2,2.0,1.0,,,,,,,635.81633945,,
2025,4,27,270072549,11,12,1,5.0,,1.0,1.0,2,1,64,1,2,1,1,7.0,2.0,8.0,2.0,,1.0,2.0,10.0,147.83246312,4000.0,4000.0
2024,2,23,230194395,1,11,2,9.0,2.0,2.0,1.0,2,4,36,2,5,2,4,2.0,2.0,1.0,6.0,1.0,,4.0,20.0,202.30801978,100.0,100.0
2024,1,50,500046976,11,11,5,,,,,1,4,13,10,5,1,1,2.0,1.0,,,,,,,233.12546381,,
2023,2,32,320070502,11,10,2,1.0,,1.0,1.0,2,1,33,2,2,1,2,7.0,2.0,7.0,2.0,4.0,2.0,2.0,84.0,854.67716796,14000.0,14000.0
2023,1,50,500030395,8,10,3,,,,,2,1,5,3,3,1,4,1.0,1.0,,,,,,,409.93879589,,
2024,2,43,430264592,3,11,2,,,,,1,1,20,3,2,1,4,6.0,1.0,,,,,,,416.21461079,,
2023,4,29,290178893,9,11,2,2.0,,2.0,1.0,1,2,24,2,4,1,4,5.0,2.0,1.0,9.0,1.0,1.0,4.0,44.0,329.71491868,700.0,700.0
2023,4,33,330061680,2,10,2,9.0,2.0,2.0,1.0,1,4,52,6,2,1,1,1.0,2.0,3.0,7.0,1.0,,4.0,35.0,597.26518383,5000.0,5000.0
2024,1,27,270053257,13,11,2,,,,,1,4,61,2,4,1,4,2.0,1.0,,,,,,,123.74610521,,
2024,1,43,430194854,14,11,2,2.0,,2.0,1.0,1,1,48,2,2,1,2,5.0,2.0,1.0,5.0,3.0,2.0,4.0,40.0,509.62838367,1500.0,1500.0
2024,2,24,240017180,6,11,2,,,,,2,4,45,2,2,2,4,2.0,1.0,,,,,,,514.67481682,,
2023,4,27,270071378,2,10,2,,,,,2,4,49,2,4,1,4,5.0,2.0,,,,,,,181.48852142,,
2023,1,41,410066806,13,10,3,,,,,1,4,16,8,3,1,4,2.0,1.0,,,,,,,121.77847316,,
2023,3,28,280004042,1,10,2,,,,,2,2,75,2,5,2,4,1.0,2.0,,,,,,,121.65763523,,
2024,1,23,230154745,6,11,1,,,,,2,4,58,1,1,1,4,1.0,2.0,,,,,,,513.88885292,,
2024,3,35,350708662,4,11,2,1.0,,1.0,1.0,1,2,29,2,4,2,4,2.0,2.0,1.0,9.0,3.0,2.0,4.0,44.0,106.4775258,1512.0,1512.0
2024,4,25,250027224,4,12,4,,,,,2,1,12,3,4,1,1,2.0,1.0,,,,,,,306.53235838,,
2023,3,31,310567873,6,11,2,1.0,,1.0,1.0,2,1,50,2,2,1,4,7.0,2.0,2.0,4.0,4.0,2.0,4.0,40.0,150.68240338,3000.0,3000.0
2024,3,35,350232635,12,12,1,1.0,,1.0,1.0,2,1,19,1,2,1,4,4.0,2.0,4.0,9.0,4.0,2.0,2.0,44.0,1598.14834105,1200.0,1200.0
2025,1,25,250013828,10,12,2,,,,,1,4,10,3,2,2,4,2.0,1.0,,,,,,,188.7075174,,
2025,4,43,430495488,8,13,3,,,,,1,1,2,3,3,2,4,,,,,,,,,318.429689,,
2024,3,42,420088521,9,11,1,,,,,2,1,85,1,1,2,2,1.0,2.0,,,,,,,389.54841234,,
2024,3,35,351282229,12,12,6,,,,,2,1,2,3,6,1,2,,,,,,,,,2125.15497573,,
2025,2,31,310589604,7,11,1,8.0,1.0,1.0,1.0,1,4,41,1,2,1,2,6.0,2.0,2.0,3.0,1.0,,4.0,66.0,987.78518832,8000.0,8000.0
2023,3,43,430100338,6,10,1,,,,,2,1,62,1,3,1,4,2.0,2.0,,,,,,,509.57740398,,
2025,2,43,430163944,1,12,3,,,,,1,1,15,3,3,1,2,2.0,1.0,,,,,,,608.99414011,,
2024,4,26,260141241,13,11,1,,,,,2,4,56,1,4,1,2,2.0,2.0,,,,,,,736.77766718,,
2024,4,52,520158546,7,11,4,,,,,2,1,7,3,4,1,2,1.0,1.0,,,,,,,602.72601042,,
2024,3,42,420198762,3,12,2,,,,,2,4,53,2,3,1,2,5.0,2.0,,,,,,,335.07746176,,
2024,1,42,420189327,11,11,3,9.0,2.0,2.0,1.0,1,1,72,6,3,1,4,2.0,2.0,7.0,9.0,1.0,,4.0,44.0,220.01269196,1500.0,1500.0
2023,2,33,330138643,7,10,1,,,,,1,1,78,1,2,1,2,5.0,2.0,,,,,,,378.23755712,,
2023,3,17,170004055,10,10,5,,,,,1,1,6,3,6,1,4,1.0,1.0,,,,,,,441.94655099,,
2025,2,31,310198351,9,12,1,3.0,,1.0,1.0,2,4,44,1,2,1,1,2.0,2.0,11.0,9.0,,,4.0,40.0,516.21792681,1518.0,1518.0
2025,3,25,250078833,9,12,2,1.0,,1.0,1.0,2,1,56,2,2,1,4,2.0,2.0,2.0,8.0,4.0,2.0,4.0,44.0,258.78406339,1518.0,1518.0
2025,1,35,350706739,12,11,1,1.0,,1.0,1.0,1,1,59,1,3,2,4,2.0,2.0,1.0,6.0,2.0,2.0,4.0,48.0,36.93319144,2900.0,2900.0
2024,1,21,210066254,7,11,1,2.0,,2.0,1.0,1,4,35,1,3,2,4,4.0,2.0,1.0,9.0,1.0,1.0,1.0,20.0,104.86847408,150.0,150.0
2024,1,35,351130923,9,11,3,,,,,2,1,15,3,3,1,4,2.0,1.0,,,,,,,445.87891883,,
2023,1,15,150119853,8,10,1,10.0,,2.0,1.0,1,4,33,1,4,2,4,2.0,2.0,6.0,5.0,1.0,,3.0,40.0,446.22751742,,
2023,2,42,420176265,5,11,3,1.0,,1.0,1.0,1,1,21,3,3,2,4,5.0,2.0,1.0,9.0,1.0,2.0,3.0,44.0,143.05856713,1800.0,1800.0
2024,3,21,210082540,10,11,1,6.0,,2.0,1.0,1,4,37,1,5,2,4,5.0,2.0,9.0,2.0,,1.0,2.0,60.0,145.95433778,1412.0,1412.0
2024,3,35,350608005,3,12,3,1.0,,1.0,1.0,1,1,32,3,4,1,2,7.0,2.0,5.0,2.0,4.0,2.0,4.0,40.0,2064.16538312,15000.0,15000.0
2024,1,21,210039997,14,11,1,,,,,2,4,65,1,2,2,4,1.0,2.0,,,,,,,95.97228664,,
2023,2,26,260030060,6,10,5,,,,,1,4,10,3,6,1,4,2.0,1.0,,,,,,,853.94702346,,
2023,2,29,290135688,5,11,2,9.0,2.0,2.0,1.0,2,4,27,2,5,2,4,2.0,2.0,1.0,9.0,1.0,,4.0,35.0,263.87339707,150.0,0.0
2024,2,41,410266223,4,11,2,1.0,,1.0,1.0,2,1,41,2,4,1,4,5.0,2.0,9.0,3.0,2.0,2.0,4.0,40.0,921.35122694,1420.0,1420.0
2024,2,17,170025280,13,11,1,7.0,,1.0,1.0,1,1,53,1,1,1,1,7.0,2.0,9.0,2.0,,2.0,4.0,60.0,251.29282135,5000.0,5000.0
2024,2,31,310305363,12,11,2,1.0,,1.0,1.0,2,4,22,3,2,1,4,5.0,1.0,2.0,4.0,4.0,2.0,2.0,40.0,343.1081302,1800.0,1800.0
2024,1,15,150013582,7,11,3,1.0,,1.0,1.0,2,1,28,3,3,1,1,7.0,1.0,9.0,2.0,3.0,2.0,2.0,40.0,414.49904062,2500.0,2500.0
2023,2,35,350457228,8,10,1,,,,,2,1,32,1,4,1,2,5.0,1.0,,,,,,,1629.17720998,,
2025,1,33,330325400,11,11,3,,,,,2,1,21,3,4,1,1,6.0,1.0,,,,,,,892.94792173,,
2023,2,35,350122164,6,11,4,1.0,,1.0,1.0,2,4,15,3,4,1,4,3.0,1.0,4.0,5.0,1.0,2.0,2.0,24.0,2311.12764164,1000.0,1000.0
2024,1,13,130040616,11,11,1,9.0,2.0,2.0,1.0,1,4,23,1,4,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,40.0,535.21780323,1000.0,1000.0
2025,4,28,280077529,8,13,5,2.0,,2.0,1.0,1,4,28,8,6,2,4,5.0,2.0,1.0,9.0,1.0,2.0,2.0,40.0,532.06640398,1300.0,1300.0
2025,4,42,420279062,5,13,1,,,,,1,1,74,1,2,2,4,2.0,2.0,,,,,,,119.45074009,,
2025,4,13,130000231,10,12,1,9.0,2.0,2.0,1.0,1,1,43,1,3,1,4,3.0,2.0,10.0,5.0,1.0,,4.0,20.0,237.70772784,3000.0,3000.0
2024,4,33,330094892,3,11,3,,,,,1,4,22,3,4,1,2,7.0,2.0,,,,,,,419.34026993,,
2024,4,42,420185821,9,12,1,,,,,2,1,33,1,2,1,4,7.0,2.0,,,,,,,351.58079378,,
2025,3,21,210046350,14,12,1,,,,,1,4,69,1,1,2,4,1.0,2.0,,,,,,,101.76033866,,
2023,2,11,110013107,3,11,3,,,,,1,4,0,3,4,1,1,,,,,,,,,177.49857561,,
2023,1,11,110022091,11,10,3,,,,,2,4,14,3,6,1,4,2.0,1.0,,,,,,,187.78207758,,
2024,1,12,120006169,9,11,1,,,,,2,4,72,1,2,1,1,2.0,2.0,,,,,,,61.15371119,,
2024,3,21,210152278,3,11,1,3.0,,1.0,1.0,2,2,44,1,2,1,1,5.0,2.0,11.0,9.0,,,4.0,40.0,302.91670266,1412.0,1412.0
2023,1,29,290137970,3,10,1,,,,,2,4,73,1,1,2,4,1.0,2.0,,,,,,,336.18335392,,
2023,1,15,150080309,9,10,4,,,,,1,4,14,8,7,1,1,1.0,2.0,,,,,,,310.2077105,,
2023,4,21,210079343,12,10,7,,,,,1,4,14,8,7,2,4,2.0,1.0,,,,,,,125.17684418,,
2023,3,51,510016330,8,10,2,9.0,2.0,2.0,1.0,1,1,43,2,2,1,4,2.0,2.0,5.0,9.0,1.0,,2.0,30.0,476.76539935,1320.0,1320.0
2025,2,41,410248500,5,12,1,7.0,,1.0,1.0,2,1,57,1,4,2,4,7.0,2.0,8.0,3.0,,2.0,4.0,20.0,120.81222181,4800.0,4800.0
2025,3,16,160004900,11,12,4,,,,,2,4,49,6,4,1,1,5.0,2.0,,,,,,,100.85327341,,
2024,4,41,410017484,1,12,2,1.0,,1.0,1.0,1,1,45,2,2,1,4,2.0,2.0,1.0,8.0,4.0,2.0,4.0,44.0,236.84480226,2100.0,2100.0
2025,2,43,430131009,2,11,5,,,,,2,1,10,3,5,2,4,2.0,1.0,,,,,,,383.7501841,,
2023,2,15,150072150,3,11,2,,,,,2,4,30,2,6,2,4,2.0,2.0,,,,,,,281.6461802,,
2024,2,21,210008601,11,11,1,,,,,2,4,48,1,7,1,4,2.0,2.0,,,,,,,487.80635927,,
2023,3,35,350352945,10,10,1,9.0,2.0,1.0,1.0,1,1,50,1,3,1,4,7.0,2.0,2.0,7.0,1.0,,2.0,40.0,2559.55159968,2500.0,2800.0
2024,2,41,410149493,14,11,1,,,,,2,1,67,1,2,1,4,2.0,2.0,,,,,,,149.5085977,,
2024,2,42,420043779,5,11,1,,,,2.0,1,4,47,1,3,1,2,3.0,2.0,,,,,,,262.82474722,,
2025,2,21,210091646,6,11,3,,,,,1,4,15,3,3,1,1,3.0,1.0,,,,,,,193.8941523,,
2025,3,32,320163220,3,12,2,,,,,1,1,74,2,2,1,1,7.0,2.0,,,,,,,99.27177853,,
2024,4,12,120000531,14,12,2,,,,,2,1,71,2,2,1,1,3.0,2.0,,,,,,,83.92688353,,
2023,3,27,270011356,9,11,1,1.0,,1.0,1.0,1,4,25,1,3,2,4,5.0,2.0,1.0,8.0,4.0,1.0,1.0,40.0,83.39932164,1320.0,1320.0
2024,1,31,310528685,3,11,1,,,,,1,2,51,1,4,1,2,6.0,2.0,,,,,,,1327.23831517,,
2025,1,33,330040669,12,11,3,,,,,1,1,15,3,3,1,2,3.0,1.0,,,,,,,556.68219674,,
2025,2,31,310327300,14,12,4,,,,,1,1,9,3,4,1,2,2.0,1.0,,,,,,,1166.17290372,,
2025,4,43,430213569,8,12,4,,,,,1,1,7,8,5,1,4,2.0,1.0,,,,,,,632.53232781,,
2025,2,31,310294512,11,12,3,,,,,1,1,9,3,4,1,4,2.0,1.0,,,,,,,993.23214393,,
2024,1,15,150019953,5,11,4,,,,,1,2,13,8,4,2,4,2.0,1.0,,,,,,,441.69921476,,
2025,4,42,420120679,10,12,3,,,,,2,1,10,3,3,1,4,2.0,1.0,,,,,,,229.35441593,,
2025,1,53,530024533,5,12,3,,,,,1,1,40,3,7,1,1,5.0,2.0,,,,,,,360.34949977,,
2023,4,26,260129799,6,11,1,9.0,2.0,2.0,1.0,1,4,64,1,1,1,4,1.0,2.0,1.0,6.0,1.0,,4.0,30.0,473.06722158,180.0,180.0
2024,3,35,351334631,7,11,3,1.0,,1.0,1.0,1,1,23,3,3,1,1,7.0,1.0,9.0,3.0,4.0,2.0,4.0,40.0,1643.10457043,2200.0,2200.0
2024,1,33,330198320,7,11,1,,,,2.0,2,1,53,1,3,1,4,2.0,2.0,,,,,,,746.84415392,,
2025,2,21,210091150,6,12,3,,,,,2,4,2,3,4,1,1,,,,,,,,,271.77732514,,
2023,1,52,520158104,3,10,4,,,,,2,4,4,3,6,1,2,,,,,,,,,272.25330139,,
2023,1,35,350387225,10,10,3,,,,,1,4,16,3,3,1,1,4.0,1.0,,,,,,,1382.56448336,,
2025,3,42,420128707,7,12,1,,,,,1,1,74,1,2,2,4,2.0,2.0,,,,,,,122.49459194,,
2023,4,15,150011924,13,10,1,,,,,2,4,73,1,2,1,1,5.0,2.0,,,,,,,319.29860666,,
2025,2,52,520098799,2,12,2,,,,,2,4,54,2,2,2,3,2.0,2.0,,,,,,,190.14906189,,
2023,3,32,320067621,11,11,2,,,,,2,1,84,2,2,1,4,1.0,2.0,,,,,,,143.05924803,,
2023,3,29,290132220,7,11,3,,,,,1,2,9,3,3,2,4,2.0,1.0,,,,,,,285.42490441,,
2025,4,26,260065483,4,12,1,7.0,,1.0,1.0,2,4,47,1,3,1,2,7.0,2.0,8.0,2.0,,2.0,4.0,40.0,792.24009226,5500.0,5500.0
2023,1,21,210035894,13,10,2,,,,2.0,2,4,31,2,4,1,2,5.0,2.0,,,,,,,590.77189415,,
2024,1,35,350078837,2,11,3,,,,,1,1,15,3,3,1,2,3.0,1.0,,,,,,,1548.96205406,,
2025,1,32,320030137,5,11,2,2.0,,1.0,1.0,2,2,40,2,3,2,4,3.0,2.0,1.0,6.0,1.0,1.0,4.0,48.0,166.10658282,2500.0,2500.0
2025,3,52,520007975,6,12,3,,,,,2,4,18,3,5,1,4,4.0,1.0,,,,,,,669.32273116,,
2024,1,31,310103408,12,10,4,,,,,1,1,12,3,4,1,4,2.0,1.0,,,,,,,1443.15350251,,
2024,2,33,330063029,10,11,2,1.0,,1.0,1.0,2,1,45,2,4,1,4,7.0,2.0,2.0,3.0,4.0,2.0,4.0,40.0,142.29346891,6000.0,6000.0
2024,3,29,290222982,4,11,1,1.0,,1.0,1.0,1,4,55,1,4,1,1,5.0,2.0,5.0,5.0,4.0,2.0,4.0,44.0,261.85001033,2500.0,2300.0
2025,2,31,310403274,11,11,3,,,,2.0,2,2,25,3,3,2,4,6.0,1.0,,,,,,,363.12626755,,
2023,3,21,210113685,8,11,3,,,,,1,4,11,4,4,2,4,2.0,1.0,,,,,,,233.08851728,,
2024,4,22,220004234,2,12,2,2.0,,1.0,1.0,2,4,25,2,2,1,4,6.0,1.0,4.0,5.0,1.0,2.0,4.0,30.0,236.75422048,1200.0,1200.0
2023,2,32,320031720,6,11,1,8.0,1.0,1.0,1.0,1,1,44,1,3,1,4,5.0,2.0,4.0,7.0,1.0,,4.0,44.0,262.42764254,4000.0,4000.0
2025,2,35,351369091,11,12,1,,,,,1,1,69,1,3,1,4,2.0,2.0,,,,,,,1148.80890504,,
2023,1,43,430026630,7,10,2,9.0,2.0,1.0,1.0,1,1,46,2,3,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,45.0,390.82671577,2200.0,2200.0
2024,4,41,410031423,6,12,1,,,,,1,1,70,1,6,2,4,2.0,2.0,,,,,,,313.21617142,,
2023,4,24,240005142,8,11,3,6.0,,2.0,1.0,1,4,21,3,3,1,4,5.0,2.0,9.0,3.0,,1.0,2.0,40.0,650.50524385,1320.0,1320.0
2025,2,28,280053086,1,12,3,,,,,1,1,16,3,5,1,1,4.0,1.0,,,,,,,258.56572659,,
2024,2,12,120010061,6,11,3,,,,,2,1,14,8,4,1,4,2.0,1.0,,,,,,,121.58393186,,
2023,2,32,320023350,8,10,2,2.0,,2.0,1.0,1,4,20,2,2,2,4,2.0,2.0,1.0,6.0,1.0,2.0,2.0,40.0,119.2629631,840.0,840.0
2023,1,17,170012338,7,10,2,,,,,2,4,36,2,4,2,4,3.0,2.0,,,,,,,116.16108335,,
2025,3,35,351247441,9,12,2,9.0,2.0,2.0,1.0,1,1,62,2,5,1,4,2.0,2.0,9.0,3.0,1.0,,4.0,48.0,1252.14998624,5000.0,5000.0
2024,2,11,110007190,7,11,3,,,,,1,2,0,4,3,1,4,,,,,,,,,732.19869159,,
2023,3,33,330261462,11,11,3,,,,,1,1,13,3,5,1,2,2.0,1.0,,,,,,,569.91771716,,
2023,4,35,350094192,1,10,1,,,,2.0,1,4,29,1,4,1,4,4.0,2.0,,,,,,,1524.20432447,,
2023,3,31,310107011,6,10,1,,,,,1,4,34,1,5,1,3,5.0,2.0,,,,,,,271.30919789,,
2024,2,21,210113333,12,11,7,,,,,2,4,6,3,9,2,4,1.0,1.0,,,,,,,192.17441274,,
2023,2,15,150035939,7,10,1,1.0,,1.0,1.0,1,2,69,1,5,1,1,5.0,2.0,5.0,3.0,3.0,2.0,4.0,40.0,301.76671219,150000.0,150000.0
2025,2,23,230214111,4,12,2,,,,,2,4,49,6,2,1,4,7.0,1.0,,,,,,,608.70492466,,
2024,3,26,260226402,4,12,2,,,,,2,4,12,3,4,1,4,2.0,1.0,,,,,,,792.92769773,,
2024,3,35,351110608,14,12,1,9.0,2.0,2.0,1.0,1,1,26,1,2,1,2,7.0,2.0,7.0,2.0,1.0,,3.0,50.0,1313.98162939,3500.0,2800.0
2024,4,53,530056362,8,11,3,,,,,1,4,43,3,6,2,1,5.0,2.0,,,,,,,252.13096334,,
2023,2,14,140003450,12,10,4,,,,,2,4,18,3,4,1,1,4.0,1.0,,,,,,,48.80629852,,
2023,2,52,520017195,5,10,3,2.0,,2.0,1.0,2,4,19,3,5,1,4,4.0,2.0,4.0,5.0,1.0,2.0,2.0,50.0,441.41651435,1520.0,1520.0
2024,2,41,410100442,2,11,1,1.0,,1.0,1.0,1,1,22,1,1,1,4,5.0,1.0,2.0,8.0,4.0,2.0,3.0,48.0,147.63247645,2200.0,2000.0
2025,2,17,170019002,8,12,4,9.0,2.0,2.0,1.0,1,4,22,3,4,2,4,5.0,2.0,4.0,5.0,1.0,,3.0,20.0,110.01901498,800.0,800.0
2023,1,22,220049362,4,10,3,,,,,2,1,36,3,5,1,4,2.0,2.0,,,,,,,273.9514281,,
2025,1,29,290047909,13,11,1,9.0,2.0,2.0,1.0,1,4,67,1,4,1,4,2.0,2.0,5.0,8.0,1.0,,4.0,40.0,214.01475948,1000.0,1000.0
2025,3,52,520018386,5,12,3,1.0,,1.0,1.0,2,4,24,8,4,1,2,5.0,2.0,9.0,3.0,3.0,2.0,3.0,44.0,507.57194664,2600.0,2600.0
2024,1,23,230107200,10,11,2,2.0,,2.0,1.0,1,1,33,2,3,2,4,4.0,2.0,1.0,6.0,1.0,1.0,4.0,16.0,305.39204394,600.0,600.0
2023,4,41,410244753,13,11,1,,,,,2,1,59,1,3,1,4,2.0,2.0,,,,,,,407.41297635,,
2023,1,32,320078424,12,10,1,4.0,,2.0,1.0,2,1,60,1,2,1,4,2.0,2.0,11.0,9.0,,,4.0,5.0,44.53105194,450.0,450.0
2024,1,25,250057781,10,10,3,1.0,,1.0,1.0,2,1,20,8,3,1,1,6.0,1.0,7.0,4.0,3.0,2.0,3.0,40.0,188.33325788,1510.0,1510.0
2023,3,29,290261726,2,11,2,2.0,,2.0,1.0,2,4,32,2,3,2,4,2.0,2.0,4.0,5.0,4.0,1.0,2.0,50.0,187.31223471,1320.0,1320.0
2025,4,25,250072818,11,12,1,7.0,,1.0,1.0,1,4,48,1,3,1,4,5.0,2.0,9.0,3.0,,2.0,4.0,40.0,305.28647908,3036.0,3036.0
2025,3,28,280004814,2,12,1,,,,,2,4,66,1,1,2,4,1.0,2.0,,,,,,,71.35197938,,
2025,2,33,330189570,11,12,1,,,,,2,1,71,1,1,1,2,7.0,2.0,,,,,,,417.57438583,,
2023,4,52,520037912,7,11,5,9.0,2.0,2.0,1.0,1,4,62,11,5,1,1,2.0,2.0,4.0,5.0,1.0,,4.0,40.0,518.92347326,1500.0,1500.0
2024,2,23,230143970,4,11,2,,,,,2,4,34,2,4,1,4,5.0,2.0,,,,,,,655.73878199,,
2025,1,11,110004998,7,12,1,,,,,1,1,88,1,2,1,4,2.0,2.0,,,,,,,197.01210561,,
2023,4,13,130075147,12,10,1,7.0,,1.0,1.0,1,1,65,1,2,1,1,7.0,2.0,9.0,2.0,,2.0,4.0,50.0,92.47878078,6000.0,6000.0
2024,1,51,510019123,7,11,2,9.0,1.0,1.0,1.0,1,4,52,3,2,1,1,5.0,2.0,10.0,3.0,1.0,,4.0,45.0,239.06153629,3000.0,3000.0
2025,4,21,210276776,13,13,3,,,,,2,4,4,3,3,1,4,,,,,,,,,474.09523563,,
2023,2,35,350312510,11,10,3,,,,2.0,1,2,20,3,4,1,2,5.0,2.0,,,,,,,1744.98432688,,
2023,2,41,410119786,14,10,2,,,,,1,1,24,3,4,1,2,5.0,2.0,,,,,,,709.34606559,,
2025,2,33,330064854,4,12,2,1.0,,1.0,1.0,1,4,28,2,2,1,1,5.0,2.0,4.0,4.0,4.0,2.0,2.0,44.0,545.15196004,2200.0,2200.0
2023,1,24,240077030,5,10,1,,,,,1,4,65,1,1,1,2,5.0,2.0,,,,,,,254.33640296,,
2024,1,51,510041759,14,11,1,1.0,,1.0,1.0,2,1,33,1,7,1,1,7.0,2.0,4.0,4.0,1.0,2.0,4.0,40.0,279.01532824,1300.0,1600.0
